Name,Type,Ratings,Reviews,Menu_Price,Rooms,Pax_Min,Pax_Max,Destination,Amenities_+more
mannat marriage garden & banquet hall,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,200,2000,jaipur,2
lebua resort,"marriage garden / lawns, wedding farmhouses",4.5,2,1800.0,7,1000,1250,jaipur,3
shiv vilas garden,marriage garden / lawns,5.0,6,600.0,21,1000,1500,jaipur,2
gazibo jaipur,marriage garden / lawns,5.0,1,850.0,21,1000,1300,jaipur,2
chandan van,"banquet halls, marriage garden / lawns",5.0,1,1500.0,21,1500,4500,jaipur,2
the mayfair grand,"banquet halls, venues with rooms",5.0,3,2800.0,7,100,1000,ncr,3
kantam farmhouse,"banquet halls, marriage garden / lawns",4.6,4,1000.0,6,100,500,ncr,3
the great callina banquet hall,"banquet halls, marriage garden / lawns",4.6,12,1400.0,5,250,500,ncr,4
vardaan grand,"4 star & above wedding hotels, banquet halls",5.0,5,2300.0,2,20,1000,ncr,3
hotel billionaire inn,"banquet halls, 3 star hotels with banquets",5.0,6,1000.0,21,100,250,ncr,4
"casabella banquet, infocity",banquet halls,5.0,5,1650.0,21,120,200,ncr,2
ganeshwaram restaurant & banquet 141,"banquet halls, 3 star hotels with banquets",5.0,1,1100.0,30,90,150,ncr,3
nutmeg events and catering,marriage garden / lawns,5.0,12,2000.0,4,80,250,ncr,4
ganeshwaram restaurant & banquet 149,"banquet halls, 3 star hotels with banquets",5.0,1,2000.0,75,700,1000,ncr,4
flora green banquet,"banquet halls, marriage garden / lawns",5.0,1,1699.0,6,20,1000,ncr,4
le luxe banquet & farm,"banquet halls, marriage garden / lawns",5.0,22,2100.0,30,50,1000,ncr,4
club beryl,"banquet halls, marriage garden / lawns",5.0,13,2000.0,17,80,500,ncr,3
orsom stays & suites,"banquet halls, marriage garden / lawns",5.0,2,1200.0,40,70,300,ncr,4
"the club, international city","banquet halls, marriage garden / lawns",5.0,7,2200.0,10,50,500,ncr,4
hollywood dreams,"banquet halls, small function / party halls",5.0,10,2000.0,2,100,1100,ncr,4
the eliot hotel & banquet,"banquet halls, 3 star hotels with banquets",5.0,7,1400.0,38,40,250,ncr,4
"the colors, banquet hall","banquet halls, marriage garden / lawns",5.0,2,2500.0,5,80,700,ncr,3
fm garden,"banquet halls, marriage garden / lawns",5.0,8,900.0,3,300,600,ncr,4
mgm beach resort,"banquet halls, marriage garden / lawns",4.5,2,1100.0,83,80,7000,chennai,3
sri ranga marriage hall,"banquet halls, venues with rooms",5.0,1,200.0,2,200,500,chennai,3
dwaraka palace,banquet halls,5.0,3,400.0,21,500,1500,chennai,2
vgp below sea level,banquet halls,5.0,1,1200.0,21,70,200,chennai,2
delight party hall,banquet halls,5.0,1,650.0,21,120,200,chennai,3
g.p. janarajan marriage hall,banquet halls,5.0,3,350.0,21,450,700,chennai,2
sri lakshmi mahal,banquet halls,5.0,1,300.0,21,700,1050,chennai,2
perunthalaivar kamarajar thirumana mandapam,banquet halls,5.0,1,600.0,21,150,200,chennai,3
hotel grand palace,"banquet halls, 3 star hotels with banquets",5.0,1,700.0,36,250,400,chennai,3
j s grand palace,"banquet halls, marriage garden / lawns",5.0,1,500.0,12,80,300,chennai,3
vpma's captain mahal,"banquet halls, venues with rooms",4.5,1,500.0,10,700,1500,chennai,3
"taj club house, chennai","4 star & above wedding hotels, banquet halls",5.0,1,1600.0,220,200,250,chennai,3
hilton chennai,"4 star & above wedding hotels, banquet halls",4.9,5,2300.0,204,1500,1800,chennai,3
aloft chennai,"4 star & above wedding hotels, banquet halls",5.0,1,950.0,130,950,950,chennai,3
pakwan chennai,"banquet halls, small function / party halls",5.0,2,1050.0,21,40,750,chennai,2
kubera banquets,"banquet halls, small function / party halls",5.0,1,500.0,21,80,400,chennai,2
gazelle garden lawn party hall,"banquet halls, marriage garden / lawns",5.0,1,175.0,21,500,1000,chennai,3
"utopia,the royal farmvilla","marriage garden / lawns, venues with rooms",5.0,3,650.0,4,150,200,pune,3
loapalooza,small function / party halls,5.0,1,550.0,21,100,150,pune,2
bougainvilla resort park by dream villas,"marriage garden / lawns, wedding resorts",5.0,0,1300.0,55,250,300,pune,3
oxygen restaurant and banquet bar,"banquet halls, venues with rooms",5.0,2,420.0,2,350,500,pune,3
the manuja lawns,marriage garden / lawns,5.0,2,350.0,21,500,700,pune,2
sai leela garden mangal karyalaya,"banquet halls, marriage garden / lawns",5.0,1,550.0,21,500,1000,pune,2
sun-n-sand,"banquet halls, convention / function halls",5.0,1,750.0,21,750,850,pune,2
royal moments banquet,"banquet halls, 3 star hotels with banquets",5.0,1,750.0,2,250,500,pune,3
hilton shillim estate retreat and spa,"4 star & above wedding hotels, banquet halls",5.0,1,2000.0,25,50,300,pune,3
oasis,"banquet halls, convention / function halls",5.0,1,800.0,21,700,1000,pune,2
sadhuram garden,"banquet halls, marriage garden / lawns",5.0,1,90000.0,21,700,2000,pune,3
k rocks resort lakeside camping,"marriage garden / lawns, wedding farmhouses",5.0,0,500.0,21,800,850,pune,2
yashodhan agri tourism,"banquet halls, marriage garden / lawns",5.0,1,500.0,13,150,1000,pune,3
hotel tattva suites,3 star hotels with banquets,5.0,0,799.0,24,250,300,pune,3
vedi farm a mountain resort,"wedding resorts, venues with rooms",5.0,1,450.0,27,1000,1400,pune,3
kunjir lawns,marriage garden / lawns,5.0,1,500.0,21,1300,2000,pune,2
city lawns,banquet halls,5.0,1,60000.0,21,250,300,pune,3
brij ki rasoi,"banquet halls, marriage garden / lawns",4.5,14,1200.0,84,350,1000,lucknow,3
hotel nexus,"banquet halls, 3 star hotels with banquets",5.0,0,850.0,30,80,130,lucknow,3
deep clarks inn,"banquet halls, 3 star hotels with banquets",5.0,9,1000.0,20,40,300,lucknow,4
raj luxmi banquet,banquet halls,5.0,3,700.0,21,100,300,lucknow,3
v2 cafe banquet,"banquet halls, venues with rooms",5.0,0,350.0,2,100,150,lucknow,3
hotel golden orchid,"banquet halls, 3 star hotels with banquets",5.0,1,1100.0,28,150,400,lucknow,3
hotel gurveer royal,"banquet halls, 3 star hotels with banquets",4.5,11,850.0,17,100,300,lucknow,3
hotel damson plum,"4 star & above wedding hotels, banquet halls",4.8,6,1900.0,88,500,900,lucknow,3
utsav marriage hall,marriage garden / lawns,5.0,1,150.0,21,600,1000,lucknow,2
the carlton hotel,"banquet halls, marriage garden / lawns",4.9,20,1200.0,21,50,200,lucknow,2
ramadhin singh utsav bhawan,marriage garden / lawns,5.0,1,800.0,21,2500,5000,lucknow,2
hotel kempinski kasa de tortoise,"banquet halls, 3 star hotels with banquets",5.0,0,1150.0,46,450,500,lucknow,3
parwati marriage lawn,marriage garden / lawns,5.0,0,600.0,21,600,1000,lucknow,2
aashiana paradise,marriage garden / lawns,5.0,2,700.0,21,400,600,lucknow,2
de global park,"banquet halls, 3 star hotels with banquets",5.0,1,700.0,30,300,450,lucknow,3
the shaurya inn,"banquet halls, 3 star hotels with banquets",5.0,1,799.0,13,100,150,lucknow,3
genx casaya inn hotel,"banquet halls, 3 star hotels with banquets",4.5,2,1400.0,30,50,300,lucknow,3
bhoomi marriage lawn,"banquet halls, 3 star hotels with banquets",5.0,1,460.0,12,2500,3000,lucknow,3
shyam satsang bhawan,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,60,300,lucknow,2
gauditi associates,"banquet halls, marriage garden / lawns",5.0,0,1000.0,3,100,300,lucknow,4
hotel maya international,"banquet halls, marriage garden / lawns",5.0,3,499.0,21,200,500,jaipur,2
heritage retreat,"4 star & above wedding hotels, marriage garden / lawns",5.0,1,1600.0,44,60,1000,jaipur,3
"the fern an ecotel hotel, jaipur","4 star & above wedding hotels, banquet halls",5.0,4,1600.0,85,35,500,jaipur,3
jalsa paradise,"banquet halls, marriage garden / lawns",5.0,1,500.0,21,200,2000,jaipur,2
shri balaji paradise marriage hall,"banquet halls, convention / function halls",5.0,1,550.0,21,300,500,jaipur,2
shreemaya restaurant,"banquet halls, marriage garden / lawns",5.0,1,400.0,21,100,300,jaipur,2
azizaa resorts and hotels jaipur,"banquet halls, marriage garden / lawns",5.0,2,2000.0,60,150,1000,jaipur,4
lords plaza hotels,"banquet halls, 3 star hotels with banquets",5.0,1,1000.0,54,50,200,jaipur,3
r chandra's palace,"4 star & above wedding hotels, banquet halls",4.9,11,1750.0,100,150,1500,jaipur,3
naila wedding garden,"banquet halls, marriage garden / lawns",5.0,1,500.0,21,150,1200,jaipur,2
hotel le amour inn,"banquet halls, 3 star hotels with banquets",4.5,1,750.0,27,90,150,jaipur,3
rajwada palace marriage garden,marriage garden / lawns,5.0,1,1800.0,21,1500,2500,jaipur,2
heiwa heaven the resort,"4 star & above wedding hotels, banquet halls",5.0,2,800.0,21,200,500,jaipur,3
royale lalit,"banquet halls, marriage garden / lawns",5.0,1,799.0,37,100,350,jaipur,3
hotel jaipur legacy,"banquet halls, marriage garden / lawns",4.9,5,850.0,30,90,400,jaipur,3
mango hotel,"banquet halls, 3 star hotels with banquets",4.5,1,600.0,46,300,450,jaipur,3
swarna bhoomi,"banquet halls, marriage garden / lawns",5.0,5,1500.0,21,300,3500,jaipur,3
the lavanya by diamond crown banquets (a unit of bobby tikki wala india pvt ltd),"banquet halls, marriage garden / lawns",4.9,14,1500.0,4,200,1600,ncr,6
"sk premium park, world square mall","banquet halls, marriage garden / lawns",5.0,1,1500.0,65,100,1000,ncr,4
milantra green banquet hall noida,"banquet halls, marriage garden / lawns",4.9,8,1200.0,4,100,800,ncr,4
hotel aarkay palace,"banquet halls, marriage garden / lawns",4.9,10,1099.0,60,60,350,ncr,4
ds clarks inn hotel,"banquet halls, 3 star hotels with banquets",5.0,8,1200.0,60,20,125,ncr,3
the acura bmk,"banquet halls, marriage garden / lawns",5.0,3,1000.0,89,25,350,ncr,3
vivara hotel,"banquet halls, marriage garden / lawns",5.0,2,3000.0,2,200,800,ncr,4
noida business suites,"banquet halls, 3 star hotels with banquets",5.0,19,700.0,30,200,250,ncr,5
the grand palace,"banquet halls, 3 star hotels with banquets",5.0,11,1200.0,45,50,300,ncr,3
regenta central noida,"4 star & above wedding hotels, banquet halls",4.8,11,1500.0,80,30,175,ncr,4
the grand rama ceremonial wedding venue,"banquet halls, destination wedding venues",5.0,1,1600.0,35,200,2500,ncr,3
nook inn & suites,"banquet halls, small function / party halls",4.8,23,950.0,20,30,200,ncr,7
aadat residency,"banquet halls, 3 star hotels with banquets",5.0,7,900.0,27,30,150,ncr,3
ashirwad restaurant & banquet hall,"banquet halls, small function / party halls",4.9,4,600.0,21,90,300,ncr,4
mahindra's the grand ambience by baba,"banquet halls, marriage garden / lawns",5.0,4,1500.0,30,150,3000,ncr,3
saffron banquet,"banquet halls, 3 star hotels with banquets",4.8,6,799.0,3,50,200,ncr,4
frolic farms & banquets,marriage garden / lawns,5.0,7,1100.0,21,200,350,ncr,3
wow palace banquet,"banquet halls, small function / party halls",5.0,8,800.0,1,50,600,ncr,4
palettes by heritage,"banquet halls, 3 star hotels with banquets",5.0,18,900.0,17,100,175,ncr,6
hi tech mahal,banquet halls,5.0,2,200.0,21,300,1200,chennai,2
citadines omr chennai,"banquet halls, 3 star hotels with banquets",5.0,1,1000.0,269,100,150,chennai,3
lower deck club,small function / party halls,5.0,1,899.0,21,100,150,chennai,2
mcc hall,"banquet halls, marriage garden / lawns",5.0,4,250000.0,28,500,1500,chennai,4
sivasakthi thirumana mandapam,"banquet halls, 3 star hotels with banquets",5.0,1,300.0,12,500,750,chennai,3
sree varaaham hall,"banquet halls, 3 star hotels with banquets",5.0,2,400.0,22,750,1500,chennai,2
jma convention centre,"banquet halls, kalyana mandapams",5.0,2,400.0,21,120,1500,chennai,2
aruljothi wedding hall ac,banquet halls,5.0,1,800.0,21,400,600,chennai,2
sowbhagya mahal and ayswariya mahal,banquet halls,5.0,3,400.0,21,550,1500,chennai,3
hotel saravana bhavan,"banquet halls, small function / party halls",5.0,1,200.0,47,60,100,chennai,3
bharani function hall,"banquet halls, convention / function halls",5.0,1,300.0,21,250,400,chennai,2
pride hotel,"4 star & above wedding hotels, banquet halls",5.0,3,650.0,115,650,750,chennai,3
lush garden resort,"banquet halls, marriage garden / lawns",4.8,3,800.0,27,100,700,chennai,3
hotel pandian,"banquet halls, 3 star hotels with banquets",5.0,1,425.0,90,50,500,chennai,3
kipling cafe,"party restaurants / lounge bars, small function / party halls",5.0,1,800.0,21,45,60,chennai,2
venkat hari mahal,"banquet halls, venues with rooms",5.0,1,500.0,16,300,500,chennai,3
abs kalyan mahal,banquet halls,5.0,1,350.0,21,350,450,chennai,2
buntara bhavana,"banquet halls, convention / function halls",4.8,6,850.0,21,200,500,pune,1
fariyas resort lonavala,"banquet halls, marriage garden / lawns",4.8,6,3000.0,21,60,600,pune,1
dhepe wada,"banquet halls, 3 star hotels with banquets",4.8,3,400.0,12,300,500,pune,2
hotel sancheti lawns,marriage garden / lawns,5.0,1,50000.0,21,1500,2200,pune,3
pratikruti the lakeview resort,"banquet halls, marriage garden / lawns",5.0,1,250.0,21,200,500,pune,2
bliss nirvana resort,"banquet halls, marriage garden / lawns",5.0,0,700.0,10,100,400,pune,3
regal banquets at chakan midc,"banquet halls, 3 star hotels with banquets",5.0,4,800.0,115,40,350,pune,3
anthurium resort and agro tourism,"banquet halls, marriage garden / lawns",5.0,0,450.0,18,400,600,pune,3
"yogiraj hall, talegaon",banquet halls,5.0,2,300.0,21,300,450,pune,2
bizz tamanna hotel,"banquet halls, marriage garden / lawns",5.0,4,300.0,33,300,350,pune,3
"radisson blu hotel, pune kharadi","4 star & above wedding hotels, banquet halls",4.8,7,1375.0,141,150,250,pune,3
chandani lawns,marriage garden / lawns,4.8,2,600.0,21,600,700,pune,2
lugani's - luxury villas,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,25000.0,21,50,70,pune,4
the pride hotel,"4 star & above wedding hotels, banquet halls",5.0,3,1300.0,112,750,850,pune,3
residency lake resort & spa,"banquet halls, 3 star hotels with banquets",5.0,1,800.0,26,80,150,pune,4
"lemon tree hotel, viman nagar","banquet halls, 3 star hotels with banquets",5.0,1,700.0,69,40,50,pune,3
quality inn mint,"banquet halls, 3 star hotels with banquets",4.5,1,800.0,42,200,400,pune,3
shayadri resorts,"marriage garden / lawns, venues with rooms",5.0,1,550.0,10,500,750,pune,3
classio collection,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,25,450,650,lucknow,3
elora guest house,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,21,200,500,lucknow,2
lucknow grand inn,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,12,100,150,lucknow,3
ps lawn,"banquet halls, marriage garden / lawns",5.0,0,130000.0,21,200,500,lucknow,2
millennium club,"banquet halls, marriage garden / lawns",5.0,0,600.0,21,150,1000,lucknow,2
sr blessings,marriage garden / lawns,5.0,1,800.0,21,1300,2000,lucknow,2
treebo trend shivam inn,"banquet halls, 3 star hotels with banquets",5.0,1,800.0,25,120,200,lucknow,3
imperial teak resort,wedding farmhouses,5.0,0,1250.0,4,200,800,lucknow,4
r n paradise,"banquet halls, marriage garden / lawns",5.0,0,850.0,6,80,350,lucknow,3
"hotel ratana international, lucknow","banquet halls, 3 star hotels with banquets",5.0,1,600.0,21,200,500,lucknow,2
b4 banquet hall,"banquet halls, convention / function halls",5.0,0,300.0,21,360,600,lucknow,2
hotel charans plaza,"banquet halls, 3 star hotels with banquets",5.0,3,800.0,32,70,250,lucknow,3
sas one farms,marriage garden / lawns,5.0,0,1299.0,4,100,1000,lucknow,3
le grand banquets,"banquet halls, convention / function halls",4.8,5,800.0,21,200,500,lucknow,1
utsav villa,banquet halls,5.0,0,600.0,21,120,200,lucknow,2
chopra marriage hall,"banquet halls, marriage garden / lawns",5.0,1,1000.0,21,300,2500,jaipur,2
gokul gaon,"banquet halls, marriage garden / lawns",5.0,1,300.0,21,350,1200,jaipur,2
mahaveer kunj marriage garden,"banquet halls, marriage garden / lawns",5.0,2,70000.0,21,60,600,jaipur,3
east lawn entertainment paradise,"banquet halls, marriage garden / lawns",4.8,6,1800.0,21,1400,3000,jaipur,2
mysore mahal,"banquet halls, convention / function halls",4.5,2,500000.0,21,200,600,jaipur,3
hotel paradise,"banquet halls, 3 star hotels with banquets",4.5,3,650.0,21,200,500,jaipur,2
intercontinental jaipur tonk road,"4 star & above wedding hotels, destination wedding venues",4.8,6,2650.0,218,50,1200,jaipur,3
talwaria marriage garden,"banquet halls, marriage garden / lawns",5.0,1,600.0,21,90,900,jaipur,2
maharani palace,"banquet halls, convention / function halls",5.0,2,350.0,21,350,450,jaipur,2
royal heritage haveli,"4 star & above wedding hotels, banquet halls",5.0,5,1500.0,21,200,500,jaipur,2
hotel ratnawali,"banquet halls, 3 star hotels with banquets",5.0,1,600.0,24,80,250,jaipur,3
hotel maharani resorts,"banquet halls, marriage garden / lawns",5.0,1,500.0,25,500,700,jaipur,3
the ashapurna hotel,banquet halls,5.0,1,500.0,21,120,200,jaipur,2
punsumi farm,"marriage garden / lawns, wedding farmhouses",4.9,4,1500.0,2,500,800,jaipur,3
devraj niwas,"banquet halls, marriage garden / lawns",5.0,2,1200.0,21,60,150,jaipur,3
umaid haveli,"4 star & above wedding hotels, banquet halls",5.0,2,1000.0,55,50,800,jaipur,3
kiran paradise,"marriage garden / lawns, venues with rooms",5.0,1,400.0,15,125,2000,jaipur,4
"country inn & suites by radisson, sahibabad, distt ghaziabad (u.p.)","4 star & above wedding hotels, banquet halls",4.6,27,3700.0,216,50,2500,ncr,4
saffron banquet and party lawn,"banquet halls, marriage garden / lawns",5.0,8,1199.0,2,150,1000,ncr,4
shubham farms,"banquet halls, marriage garden / lawns",5.0,3,1500.0,17,250,1200,ncr,3
habitat world,"banquet halls, marriage garden / lawns",4.5,17,1210.0,21,24,1500,ncr,2
treebo trend- mona grand hotel and banquet,"banquet halls, 3 star hotels with banquets",5.0,3,999.0,18,180,200,ncr,3
riti riwaj,"banquet halls, convention / function halls",5.0,1,575.0,21,400,800,ncr,2
the park royal banquet,"banquet halls, small function / party halls",5.0,2,1150.0,21,100,500,ncr,1
hibiscus select hotel,"4 star & above wedding hotels, banquet halls",4.9,4,1500.0,84,150,200,ncr,4
elate by drool,banquet halls,4.7,3,1500.0,21,200,350,ncr,2
emblem hotel new delhi,"banquet halls, 3 star hotels with banquets",5.0,1,950.0,20,20,50,ncr,3
the stellar gymkhana,"4 star & above wedding hotels, banquet halls",4.9,33,2450.0,68,80,2500,ncr,6
d imperia hotel ,"4 star & above wedding hotels, banquet halls",5.0,29,1800.0,21,250,800,ncr,3
the woods,"banquet halls, marriage garden / lawns",4.7,11,1250.0,21,20,300,ncr,2
j. s. garden banquet & rooms by khanak,"banquet halls, marriage garden / lawns",4.5,14,1200.0,13,100,600,ncr,4
the westin gurgaon,"4 star & above wedding hotels, 5 star luxury wedding hotels",4.7,25,2800.0,313,2400,2400,ncr,4
essex farms,"banquet halls, marriage garden / lawns",4.6,7,2800.0,21,200,500,ncr,1
hotel the anvi residency,"banquet halls, 3 star hotels with banquets",5.0,9,951.0,32,250,300,ncr,3
aagman banquet,banquet halls,4.8,3,750.0,21,150,200,ncr,3
doubletree by hilton gurgaon- new delhi ncr,"4 star & above wedding hotels, banquet halls",4.9,7,2699.0,184,30,450,ncr,3
shiraz hall,banquet halls,5.0,1,400.0,21,300,400,chennai,3
